,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,价格（单位：人民币）,别墅类型
554,沈阳,https://sy.lianjia.com/ershoufang/102105265060.html,4室2厅1厨3卫,低楼层 (共14层),189.42㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-02-07,商品房,2016-03-21,普通住宅,满五年,非共有,"
                                有抵押 80万元 农业银行 客户偿还
                              ",已上传房本照片,2750000.0,
555,沈阳,https://sy.lianjia.com/ershoufang/102105487194.html,3室2厅1厨3卫,低楼层 (共2层),240.91㎡,,暂无数据,,南,框架结构,精装,,集中供暖,,2022-04-22,商品房,2016-03-02,别墅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1810000.0,联排
556,沈阳,https://sy.lianjia.com/ershoufang/102105562207.html,4室2厅1厨3卫,低楼层 (共32层),259.01㎡,平层,暂无数据,板塔结合,东南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-05-17,商品房,2015-07-20,普通住宅,满五年,非共有,"
                                有抵押 190万元 农业银行 业主自还
                              ",已上传房本照片,3630000.0,
557,沈阳,https://sy.lianjia.com/ershoufang/102106219649.html,4室2厅1厨4卫,中楼层 (共27层),313.28㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-20,商品房,2020-11-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,5200000.0,
558,沈阳,https://sy.lianjia.com/ershoufang/102106245493.html,3室2厅1厨1卫,低楼层 (共6层),132.05㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,暂无数据,2022-12-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,2480000.0,
559,沈阳,https://sy.lianjia.com/ershoufang/102105995461.html,2室1厅1厨1卫,高楼层 (共6层),76.58㎡,跃层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,有,2022-09-11,商品房,2020-09-08,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,650000.0,
560,沈阳,https://sy.lianjia.com/ershoufang/102106221518.html,1室1厅1厨1卫,低楼层 (共27层),60.96㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,集中供暖,有,2022-11-21,商品房,2016-04-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,500000.0,
561,沈阳,https://sy.lianjia.com/ershoufang/102106224639.html,3室1厅1厨2卫,中楼层 (共15层),148.13㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-11-22,商品房,2017-09-13,普通住宅,满五年,非共有,"
                                有抵押 260万元 客户偿还
                              ",已上传房本照片,2870000.0,
562,沈阳,https://sy.lianjia.com/ershoufang/102106240028.html,2室2厅1厨1卫,中楼层 (共28层),86.24㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-03,商品房,2019-12-23,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 中国银行 业主自还
                              ",已上传房本照片,1170000.0,
563,沈阳,https://sy.lianjia.com/ershoufang/102106237951.html,1室1厅1厨1卫,中楼层 (共7层),53.53㎡,平层,暂无数据,板楼,南,混合结构,毛坯,一梯四户,暂无数据,暂无数据,2022-12-02,商品房,2019-11-18,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,290000.0,
564,沈阳,https://sy.lianjia.com/ershoufang/102106228943.html,3室2厅1厨1卫,高楼层 (共6层),85.01㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-25,商品房,2018-02-02,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1890000.0,
565,沈阳,https://sy.lianjia.com/ershoufang/102106242391.html,2室1厅1厨1卫,低楼层 (共33层),87.74㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-12-04,商品房,2015-12-17,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,1150000.0,
566,沈阳,https://sy.lianjia.com/ershoufang/102106244437.html,1室1厅1厨1卫,中楼层 (共8层),37㎡,平层,37㎡,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2022-12-05,商品房,2001-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,250000.0,
567,沈阳,https://sy.lianjia.com/ershoufang/102106240540.html,2室1厅1厨1卫,中楼层 (共13层),77.96㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,集中供暖,有,2022-12-03,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,560000.0,
568,沈阳,https://sy.lianjia.com/ershoufang/102106223101.html,1室1厅1厨1卫,高楼层 (共35层),61.33㎡,平层,暂无数据,塔楼,北,钢混结构,精装,三梯十一户,集中供暖,有,2022-11-22,商品房,2015-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,400000.0,
569,沈阳,https://sy.lianjia.com/ershoufang/102106230595.html,1室2厅1厨1卫,中楼层 (共32层),58.74㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯六户,集中供暖,有,2022-11-26,商品房,2017-02-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,500000.0,
570,沈阳,https://sy.lianjia.com/ershoufang/102106245080.html,2室2厅1厨1卫,中楼层 (共27层),83.41㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-06,商品房,2018-12-08,普通住宅,暂无数据,非共有,"
                                有抵押 22万元
                              ",已上传房本照片,830000.0,
571,沈阳,https://sy.lianjia.com/ershoufang/102106251476.html,2室2厅1厨1卫,高楼层 (共31层),97.18㎡,平层,暂无数据,板楼,南 北,混合结构,简装,两梯四户,集中供暖,有,2022-12-09,商品房,2016-05-12,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,1120000.0,
572,沈阳,https://sy.lianjia.com/ershoufang/102106245938.html,2室1厅1厨1卫,中楼层 (共7层),68.28㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯三户,集中供暖,无,2022-12-06,商品房,2016-10-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,560000.0,
573,沈阳,https://sy.lianjia.com/ershoufang/102106246071.html,2室2厅1厨1卫,高楼层 (共25层),72.97㎡,平层,暂无数据,板楼,南 西,钢混结构,精装,两梯四户,集中供暖,有,2022-12-06,商品房,2019-11-04,普通住宅,暂无数据,共有,"
                                有抵押 40万元
                              ",已上传房本照片,728000.0,
574,沈阳,https://sy.lianjia.com/ershoufang/102106250195.html,2室1厅1厨1卫,中楼层 (共26层),60.54㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,集中供暖,有,2022-12-08,商品房,2018-04-11,普通住宅,暂无数据,非共有,"
                                有抵押 31万元 工商银行 业主自还
                              ",已上传房本照片,600000.0,
575,沈阳,https://sy.lianjia.com/ershoufang/102106247749.html,2室2厅1厨1卫,高楼层 (共30层),89.21㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-12-07,商品房,2020-07-09,普通住宅,暂无数据,非共有,"
                                有抵押 54万元
                              ",已上传房本照片,890000.0,
576,沈阳,https://sy.lianjia.com/ershoufang/102106209643.html,3室2厅1厨2卫,高楼层 (共6层),236㎡,跃层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,2022-11-17,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,1350000.0,
577,沈阳,https://sy.lianjia.com/ershoufang/102106207754.html,4室2厅1厨3卫,低楼层 (共6层),133㎡,,暂无数据,,南 北,钢混结构,精装,,集中供暖,,2022-11-16,商品房,暂无数据,别墅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,1990000.0,暂无数据
578,沈阳,https://sy.lianjia.com/ershoufang/102106239883.html,2室2厅1厨1卫,高楼层 (共8层),91.75㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯两户,集中供暖,有,2022-12-03,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,1300000.0,
579,沈阳,https://sy.lianjia.com/ershoufang/102106236323.html,3室2厅1厨1卫,中楼层 (共33层),93.07㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-01,商品房,2021-04-04,普通住宅,未满两年,共有,"
                                有抵押 业主自还
                              ",已上传房本照片,1050000.0,
580,沈阳,https://sy.lianjia.com/ershoufang/102106219134.html,3室2厅1厨1卫,高楼层 (共18层),101㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-11-20,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 100万元 平安银行 客户偿还
                              ",未上传房本照片,1280000.0,
581,沈阳,https://sy.lianjia.com/ershoufang/102106224893.html,3室2厅1厨1卫,中楼层 (共33层),110.92㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-11-23,商品房,2021-05-25,普通住宅,未满两年,共有,"
                                有抵押 100万元
                              ",已上传房本照片,1500000.0,
582,沈阳,https://sy.lianjia.com/ershoufang/102106242394.html,3室2厅1厨2卫,低楼层 (共32层),128.19㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-12-04,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 40万元 建行 业主自还
                              ",未上传房本照片,2790000.0,
583,沈阳,https://sy.lianjia.com/ershoufang/102106224931.html,2室1厅1厨1卫,中楼层 (共32层),86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-11-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,700000.0,
584,沈阳,https://sy.lianjia.com/ershoufang/102106230254.html,4室2厅1厨2卫,低楼层 (共34层),127㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-11-25,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 54万元 客户偿还
                              ",未上传房本照片,1170000.0,
585,沈阳,https://sy.lianjia.com/ershoufang/102106244030.html,3室2厅1厨2卫,低楼层 (共34层),120㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-12-05,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,2420000.0,
586,沈阳,https://sy.lianjia.com/ershoufang/102106221769.html,3室2厅1厨2卫,高楼层 (共29层),134.48㎡,平层,暂无数据,板楼,东南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-11-21,商品房,2022-11-21,普通住宅,未满两年,非共有,"
                                有抵押 110万元 有抵押 客户偿还
                              ",已上传房本照片,1750000.0,
587,沈阳,https://sy.lianjia.com/ershoufang/102106246443.html,3室1厅1厨1卫,高楼层 (共7层),64.54㎡,平层,暂无数据,板楼,南 东 西,混合结构,简装,一梯两户,集中供暖,无,2022-12-06,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,700000.0,
588,沈阳,https://sy.lianjia.com/ershoufang/102104767860.html,3室2厅1厨2卫,中楼层 (共18层),135.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-08-21,商品房,2016-04-12,普通住宅,满五年,共有,"
                                有抵押 60万元
                              ",已上传房本照片,1620000.0,
589,沈阳,https://sy.lianjia.com/ershoufang/102105837265.html,3室2厅1厨1卫,中楼层 (共33层),89.98㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-07-27,商品房,2019-08-02,普通住宅,暂无数据,非共有,"
                                有抵押 18万元 业主自还
                              ",已上传房本照片,940000.0,
590,沈阳,https://sy.lianjia.com/ershoufang/102106200676.html,3室2厅1厨2卫,中楼层 (共34层),113.77㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,暂无数据,2022-11-13,商品房,2020-11-24,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,1140000.0,
591,沈阳,https://sy.lianjia.com/ershoufang/102106210198.html,2室2厅1厨1卫,中楼层 (共33层),93.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,九梯两户,集中供暖,有,2022-11-17,商品房,2016-10-24,普通住宅,满五年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,1450000.0,
592,沈阳,https://sy.lianjia.com/ershoufang/102106245821.html,2室1厅1厨1卫,高楼层 (共24层),57.04㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯三户,集中供暖,有,2022-12-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                暂无数据
                              ",未上传房本照片,460000.0,
593,沈阳,https://sy.lianjia.com/ershoufang/102105553879.html,3室2厅1厨2卫,中楼层 (共6层),111.44㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,无,2022-05-15,商品房,2013-11-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1800000.0,
594,沈阳,https://sy.lianjia.com/ershoufang/102105412186.html,3室2厅2厨1卫,低楼层 (共24层),103.66㎡,平层,暂无数据,板楼,南 北 西,钢混结构,毛坯,一梯两户,集中供暖,有,2022-03-12,商品房,2019-03-25,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 建行 客户偿还
                              ",已上传房本照片,680000.0,
595,沈阳,https://sy.lianjia.com/ershoufang/102106001202.html,3室1厅1厨1卫,高楼层 (共7层),85.14㎡,跃层,暂无数据,板楼,南 北 东,砖混结构,其他,一梯两户,集中供暖,暂无数据,2022-09-13,商品房,2018-02-11,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,383000.0,
596,沈阳,https://sy.lianjia.com/ershoufang/102102819249.html,4室2厅1厨2卫,中楼层 (共30层),221.44㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2020-05-24,商品房,2015-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1680000.0,
597,沈阳,https://sy.lianjia.com/ershoufang/102105330030.html,3室2厅1厨1卫,中楼层 (共6层),130.82㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-02-22,商品房,2015-02-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2600000.0,
598,沈阳,https://sy.lianjia.com/ershoufang/102105677080.html,2室2厅1厨1卫,高楼层 (共7层),73.41㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,暂无数据,2022-06-15,商品房,2011-11-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,599000.0,
599,沈阳,https://sy.lianjia.com/ershoufang/102105767280.html,3室2厅1厨2卫,中楼层 (共23层),138.37㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-07-09,商品房,2020-02-02,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1870000.0,
600,沈阳,https://sy.lianjia.com/ershoufang/102105989674.html,2室1厅1厨1卫,高楼层 (共7层),71.61㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-09-08,商品房,2017-03-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,240000.0,
601,沈阳,https://sy.lianjia.com/ershoufang/102105935039.html,3室1厅1厨2卫,中楼层 (共6层),127.24㎡,平层,暂无数据,板楼,南 西 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-22,商品房,2016-11-15,普通住宅,满五年,共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,1350000.0,
602,沈阳,https://sy.lianjia.com/ershoufang/102105508405.html,2室2厅1厨1卫,中楼层 (共18层),91.42㎡,平层,91.42㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-05-02,商品房,2014-10-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1200000.0,
603,沈阳,https://sy.lianjia.com/ershoufang/102105875925.html,3室2厅1厨1卫,高楼层 (共6层),98㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2022-08-07,商品房,2017-03-03,普通住宅,满五年,非共有,"
                                有抵押 75万元
                              ",已上传房本照片,999000.0,
604,沈阳,https://sy.lianjia.com/ershoufang/102105442577.html,3室2厅1厨2卫,高楼层 (共11层),124.78㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-03-28,商品房,2020-07-01,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,1700000.0,
605,沈阳,https://sy.lianjia.com/ershoufang/102106169570.html,3室1厅1厨2卫,高楼层 (共6层),128.08㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-11-03,商品房,2019-11-03,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,2460000.0,
606,沈阳,https://sy.lianjia.com/ershoufang/102106202054.html,3室2厅1厨2卫,中楼层 (共11层),128.13㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-11-14,商品房,2020-11-15,普通住宅,暂无数据,非共有,"
                                有抵押 130万元
                              ",已上传房本照片,1630000.0,
607,沈阳,https://sy.lianjia.com/ershoufang/102105237794.html,3室1厅1厨2卫,高楼层 (共29层),145.16㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-01-13,商品房,2017-02-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1900000.0,
608,沈阳,https://sy.lianjia.com/ershoufang/102106105860.html,2室1厅1厨1卫,低楼层 (共11层),84.86㎡,平层,67.57㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-10-14,商品房,2020-12-13,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
609,沈阳,https://sy.lianjia.com/ershoufang/102105724048.html,3室2厅1厨1卫,中楼层 (共18层),129.15㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2022-06-28,商品房,2018-02-08,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,900000.0,
610,沈阳,https://sy.lianjia.com/ershoufang/102106251647.html,3室1厅1厨1卫,高楼层 (共8层),106.9㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,无,2022-12-09,商品房,2022-12-12,普通住宅,未满两年,共有,"
                                有抵押 52万元 盛京
                              ",已上传房本照片,820000.0,
611,沈阳,https://sy.lianjia.com/ershoufang/102105976370.html,3室2厅1厨2卫,低楼层 (共24层),121.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-09-04,商品房,2018-07-20,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 银行 业主自还
                              ",已上传房本照片,810000.0,
612,沈阳,https://sy.lianjia.com/ershoufang/102105636570.html,3室2厅1厨2卫,中楼层 (共34层),123.35㎡,平层,暂无数据,板楼,南 西北,钢混结构,精装,一梯两户,集中供暖,有,2022-06-06,商品房,2018-09-03,普通住宅,暂无数据,非共有,"
                                有抵押 80万元 建设 金融公司垫资
                              ",已上传房本照片,1950000.0,
613,沈阳,https://sy.lianjia.com/ershoufang/102105733786.html,4室2厅1厨2卫,低楼层 (共34层),106.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯三户,集中供暖,有,2022-06-30,商品房,2020-07-11,普通住宅,暂无数据,非共有,"
                                有抵押 50万元 建设银行 客户偿还
                              ",已上传房本照片,1060000.0,
614,沈阳,https://sy.lianjia.com/ershoufang/102106259194.html,2室1厅1厨1卫,高楼层 (共30层),85.01㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-12-14,商品房,2022-12-14,普通住宅,未满两年,共有,"
                                暂无数据
                              ",已上传房本照片,1360000.0,
615,沈阳,https://sy.lianjia.com/ershoufang/102106146683.html,2室2厅1厨1卫,低楼层 (共34层),95.45㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,集中供暖,有,2022-10-26,商品房,2017-05-09,普通住宅,满五年,非共有,"
                                有抵押 26万元 邮政银行 客户偿还
                              ",已上传房本照片,1300000.0,
616,沈阳,https://sy.lianjia.com/ershoufang/102104421297.html,3室2厅1厨1卫,高楼层 (共33层),98.81㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2021-06-04,商品房,2013-10-12,普通住宅,满五年,非共有,"
                                有抵押 38万元 建设银行 客户偿还
                              ",已上传房本照片,760000.0,
617,沈阳,https://sy.lianjia.com/ershoufang/102105356771.html,3室2厅1厨2卫,高楼层 (共7层),145.48㎡,错层,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,集中供暖,暂无数据,2022-02-28,商品房,2007-08-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
618,沈阳,https://sy.lianjia.com/ershoufang/102106169233.html,3室1厅1厨1卫,高楼层 (共31层),101.17㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯七户,集中供暖,有,2022-11-03,商品房,2016-07-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1800000.0,
619,沈阳,https://sy.lianjia.com/ershoufang/102106069507.html,4室2厅1厨2卫,高楼层 (共6层),197.07㎡,跃层,暂无数据,板塔结合,南 北,混合结构,毛坯,一梯两户,集中供暖,无,2022-10-03,商品房,2009-04-05,普通住宅,满五年,共有,"
                                有抵押 5万元 业主自还
                              ",已上传房本照片,900000.0,
620,沈阳,https://sy.lianjia.com/ershoufang/102105609190.html,3室2厅1厨2卫,中楼层 (共33层),97.57㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,两梯两户,集中供暖,有,2022-05-29,商品房,2020-09-22,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1020000.0,
621,沈阳,https://sy.lianjia.com/ershoufang/102104063179.html,3室2厅1厨2卫,低楼层 (共18层),127.89㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2021-03-21,商品房,2016-03-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,980000.0,
622,沈阳,https://sy.lianjia.com/ershoufang/102106250505.html,3室2厅1厨2卫,高楼层 (共34层),115.22㎡,平层,89.18㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-12-08,商品房,2022-02-16,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2300000.0,
623,沈阳,https://sy.lianjia.com/ershoufang/102105788861.html,3室1厅1厨2卫,低楼层 (共33层),140.92㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-07-15,商品房,2018-04-04,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1500000.0,
624,沈阳,https://sy.lianjia.com/ershoufang/102105777453.html,2室1厅1厨1卫,中楼层 (共34层),71.21㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯三户,集中供暖,有,2022-07-11,商品房,2018-07-12,普通住宅,暂无数据,非共有,"
                                有抵押 20万元
                              ",已上传房本照片,800000.0,
625,沈阳,https://sy.lianjia.com/ershoufang/102105848701.html,2室1厅1厨1卫,高楼层 (共7层),71.24㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯三户,集中供暖,暂无数据,2022-07-30,商品房,2013-03-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,885000.0,
626,沈阳,https://sy.lianjia.com/ershoufang/102104225486.html,3室2厅1厨1卫,高楼层 (共31层),110.76㎡,平层,86.32㎡,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2021-04-22,商品房,2019-04-12,普通住宅,暂无数据,非共有,"
                                有抵押 65万元 农业银行 客户偿还
                              ",已上传房本照片,920000.0,
627,沈阳,https://sy.lianjia.com/ershoufang/102105013738.html,4室2厅1厨3卫,高楼层 (共27层),259.81㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-10-20,商品房,2019-08-29,普通住宅,暂无数据,非共有,"
                                有抵押 140万元
                              ",已上传房本照片,5500000.0,
628,沈阳,https://sy.lianjia.com/ershoufang/102105489959.html,3室2厅1厨2卫,中楼层 (共7层),127.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-04-24,商品房,2011-07-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1360000.0,
629,沈阳,https://sy.lianjia.com/ershoufang/102106065486.html,2室1厅1厨1卫,中楼层 (共33层),66.86㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-10-01,商品房,2009-05-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1120000.0,
630,沈阳,https://sy.lianjia.com/ershoufang/102105626725.html,3室2厅1厨2卫,中楼层 (共33层),150.23㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-06-03,商品房,2016-10-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1050000.0,
631,沈阳,https://sy.lianjia.com/ershoufang/102105355907.html,3室1厅1厨2卫,低楼层 (共33层),114.74㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-02-27,商品房,2020-10-26,普通住宅,暂无数据,共有,"
                                有抵押 60万元
                              ",已上传房本照片,1120000.0,
632,沈阳,https://sy.lianjia.com/ershoufang/102105925304.html,3室2厅1厨2卫,中楼层 (共11层),122.41㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-20,商品房,2019-08-30,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,895000.0,
633,沈阳,https://sy.lianjia.com/ershoufang/102105746950.html,3室2厅1厨2卫,中楼层 (共39层),136.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-07-04,商品房,2017-09-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2790000.0,
634,沈阳,https://sy.lianjia.com/ershoufang/102105783473.html,3室2厅1厨2卫,高楼层 (共32层),129.39㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-07-13,商品房,2014-01-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1680000.0,
635,沈阳,https://sy.lianjia.com/ershoufang/102106174757.html,3室2厅1厨1卫,低楼层 (共21层),94.63㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,二十梯两户,集中供暖,有,2022-11-04,商品房,2019-03-31,普通住宅,暂无数据,共有,"
                                有抵押
                              ",已上传房本照片,1390000.0,
636,沈阳,https://sy.lianjia.com/ershoufang/102105477774.html,3室2厅1厨2卫,中楼层 (共7层),126.49㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-04-19,商品房,2017-04-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2200000.0,
